Unit,Cycle,OpSet1,OpSet2,OpSet3,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19,Sensor20,Sensor21,Label_RUL_30,Source
163,182,20.0048,0.7,100.0,491.19,607.7,1493.49,1266.08,9.35,13.66,334.36,2324.16,8746.44,1.07,44.66,314.3,2388.26,8077.44,9.2638,0.03,366,2324,100.0,24.33,14.6356,1,Resampled
9,174,10.0024,0.25,100.0,489.05,605.95,1497.28,1322.65,10.52,15.49,393.91,2319.11,8767.65,1.26,45.84,370.45,2388.28,8107.64,8.7157,0.03,371,2319,100.0,28.5,17.0272,1,Resampled
172,150,25.0025,0.62,60.0,462.54,537.09,1263.07,1056.47,7.05,9.03,175.14,1915.68,8030.1,0.94,36.95,164.66,2028.63,7893.76,10.9827,0.02,308,1915,84.93,14.15,8.6252,1,Resampled
11,259,42.0026,0.8417,100.0,445.0,550.44,1356.91,1136.24,3.91,5.72,138.41,2212.99,8392.2,1.02,42.36,130.35,2389.19,8147.95,9.3849,0.02,333,2212,100.0,10.4,6.281,1,Resampled
84,247,20.0078,0.7,100.0,491.19,608.17,1486.31,1265.57,9.35,13.66,333.66,2324.43,8779.12,1.07,44.85,314.17,2388.61,8101.09,9.2871,0.03,367,2324,100.0,24.34,14.6544,1,Resampled
92,167,42.0045,0.8416,100.0,445.0,550.24,1361.0,1134.92,3.91,5.72,138.45,2211.95,8326.82,1.02,42.53,129.83,2387.96,8087.17,9.4462,0.02,333,2212,100.0,10.37,6.3643,1,Resampled
99,178,10.0022,0.25,100.0,489.05,605.02,1505.11,1315.26,10.52,15.49,393.5,2319.09,8775.06,1.26,45.57,370.72,2388.29,8115.16,8.6367,0.03,371,2319,100.0,28.52,17.0353,1,Resampled
46,196,34.9995,0.8409,100.0,449.44,555.87,1379.98,1140.57,5.48,8.01,194.41,2224.03,8414.2,1.02,42.3,182.37,2389.22,8122.7,9.3763,0.02,337,2223,100.0,14.75,8.86,1,Resampled
182,195,20.0028,0.7,100.0,491.19,608.26,1491.32,1268.37,9.35,13.66,333.7,2324.05,8720.27,1.07,45.13,313.84,2388.23,8050.08,9.2845,0.03,368,2324,100.0,24.08,14.6161,1,Resampled
247,167,10.0055,0.252,100.0,489.05,605.45,1504.33,1324.07,10.52,15.5,393.82,2319.08,8782.78,1.26,45.84,370.96,2388.32,8131.91,8.696,0.03,372,2319,100.0,28.58,17.0103,1,Resampled
110,213,10.0058,0.2508,100.0,489.05,605.36,1515.3,1326.73,10.52,15.5,393.17,2319.18,8856.76,1.26,45.88,370.72,2388.33,8197.35,8.7112,0.03,374,2319,100.0,28.37,17.0703,1,Resampled
258,133,0.0019,0.0,100.0,518.67,643.72,1598.75,1433.47,14.62,21.61,551.72,2388.21,9046.39,1.3,47.87,519.92,2388.23,8126.16,8.4504,0.03,397,2388,100.0,38.6,23.0957,1,Resampled
94,285,35.0074,0.8412,100.0,449.44,556.21,1378.53,1141.84,5.48,8.0,194.52,2223.88,8411.27,1.02,42.2,183.16,2389.06,8120.13,9.3765,0.02,336,2223,100.0,14.75,8.7855,1,Resampled
171,246,34.9995,0.8409,100.0,449.44,556.56,1375.87,1138.64,5.48,8.0,194.0,2224.12,8418.48,1.02,42.33,183.18,2389.31,8121.73,9.3521,0.02,337,2223,100.0,14.76,8.8054,1,Resampled
188,133,10.0064,0.25,100.0,489.05,605.59,1509.8,1314.83,10.52,15.5,393.86,2319.15,8773.66,1.26,45.79,370.85,2388.29,8134.4,8.719,0.03,371,2319,100.0,28.32,17.0196,1,Resampled
210,184,41.9985,0.8401,100.0,445.0,551.03,1364.87,1138.32,3.91,5.72,137.78,2211.75,8319.04,1.02,42.68,130.46,2387.81,8089.3,9.4911,0.02,334,2212,100.0,10.38,6.3091,1,Resampled
171,255,35.0017,0.84,100.0,449.44,557.18,1376.76,1143.76,5.48,8.01,193.82,2224.29,8433.39,1.02,42.36,182.72,2389.4,8137.62,9.3807,0.02,337,2223,100.0,14.68,8.8232,1,Resampled
22,165,0.0007,0.0,100.0,518.67,642.9,1592.3,1421.68,14.62,21.61,552.2,2388.19,9049.56,1.3,47.61,520.67,2388.15,8134.12,8.4874,0.03,395,2388,100.0,38.62,23.136,1,Resampled
177,176,41.9987,0.84,100.0,445.0,550.38,1364.34,1139.97,3.91,5.72,138.0,2212.71,8370.86,1.02,42.47,130.78,2388.77,8133.52,9.4402,0.02,333,2212,100.0,10.73,6.3419,1,Resampled
25,190,25.0039,0.62,60.0,462.54,537.49,1270.75,1057.3,7.05,9.03,174.9,1915.31,8015.37,0.94,37.22,164.43,2028.17,7870.98,10.9948,0.02,309,1915,84.93,14.26,8.5957,1,Resampled
219,150,10.0069,0.25,100.0,489.05,605.41,1503.99,1330.91,10.52,15.5,393.25,2319.15,8779.32,1.26,45.78,370.84,2388.43,8123.76,8.7298,0.03,370,2319,100.0,28.26,17.0187,1,Resampled
59,164,10.0049,0.25,100.0,489.05,605.69,1498.46,1317.18,10.52,15.5,393.4,2319.1,8804.47,1.26,45.76,370.24,2388.28,8143.6,8.7211,0.03,370,2319,100.0,28.31,17.0458,1,Resampled
167,215,10.0061,0.25,100.0,489.05,605.8,1501.13,1323.69,10.52,15.5,393.96,2319.09,8804.27,1.26,45.76,370.59,2388.31,8142.03,8.694,0.03,372,2319,100.0,28.5,17.0313,1,Resampled
96,204,35.0049,0.8415,100.0,449.44,556.26,1374.94,1151.21,5.48,8.0,193.78,2223.39,8379.8,1.02,42.49,182.43,2388.48,8092.6,9.3739,0.02,337,2223,100.0,14.87,8.8569,1,Resampled
146,249,35.0031,0.8411,100.0,449.44,556.98,1371.52,1145.35,5.48,8.0,194.46,2223.22,8372.08,1.02,42.45,182.04,2388.34,8083.4,9.3979,0.02,335,2223,100.0,14.55,8.7563,1,Resampled
111,186,0.0017,0.0018,100.0,518.67,643.58,1597.77,1418.28,14.62,21.61,551.84,2388.25,9037.72,1.3,47.94,519.82,2388.29,8107.36,8.4859,0.03,395,2388,100.0,38.39,23.1334,1,Resampled
9,175,0.0021,0.0,100.0,518.67,643.23,1597.39,1416.3,14.62,21.61,551.13,2388.27,9040.21,1.3,47.91,520.18,2388.24,8121.21,8.4672,0.03,396,2388,100.0,38.68,23.1863,1,Resampled
170,172,42.0016,0.8401,100.0,445.0,550.11,1362.83,1147.64,3.91,5.72,138.61,2211.92,8334.64,1.02,42.63,130.26,2387.98,8086.57,9.4575,0.02,334,2212,100.0,10.5,6.388,1,Resampled
124,247,0.0019,0.0,100.0,518.67,643.16,1593.92,1415.1,14.62,21.61,552.91,2388.08,9129.87,1.3,47.94,521.09,2388.11,8207.18,8.4783,0.03,394,2388,100.0,38.56,23.1929,1,Resampled
256,135,0.0029,0.0,100.0,518.67,642.57,1593.03,1415.95,14.62,21.61,552.5,2388.15,9061.37,1.3,47.73,520.84,2388.17,8132.55,8.4848,0.03,394,2388,100.0,38.83,23.1634,1,Resampled
61,204,20.0057,0.7,100.0,491.19,607.91,1492.08,1254.13,9.35,13.66,334.36,2324.63,8814.02,1.07,44.53,314.84,2388.77,8148.2,9.2578,0.03,366,2324,100.0,24.29,14.6418,1,Resampled
89,187,35.0022,0.84,100.0,449.44,557.01,1370.16,1145.3,5.48,8.0,193.65,2222.65,8334.04,1.02,42.55,181.95,2387.78,8049.53,9.3939,0.02,337,2223,100.0,14.85,8.8685,1,Resampled
85,337,42.0029,0.8414,100.0,445.0,550.65,1365.87,1141.79,3.91,5.71,137.83,2211.54,8314.77,1.02,42.69,129.86,2387.56,8072.43,9.4577,0.02,332,2212,100.0,10.54,6.1977,1,Resampled
162,168,35.0065,0.8418,100.0,449.44,555.73,1371.54,1134.38,5.48,8.0,194.33,2223.27,8373.6,1.02,42.21,182.82,2388.46,8083.5,9.3716,0.02,335,2223,100.0,14.66,8.8511,1,Resampled
199,205,41.999,0.8413,100.0,445.0,550.4,1364.81,1143.24,3.91,5.72,137.91,2212.78,8375.03,1.03,42.65,130.27,2388.93,8132.21,9.418,0.02,334,2212,100.0,10.39,6.3915,1,Resampled
252,111,35.0056,0.8413,100.0,449.44,556.59,1368.88,1136.73,5.48,8.0,194.41,2222.74,8340.07,1.02,42.31,183.09,2387.86,8050.31,9.3812,0.02,334,2223,100.0,14.83,8.82,1,Resampled
133,158,42.0028,0.84,100.0,445.0,550.66,1369.54,1147.56,3.91,5.72,138.36,2211.5,8314.58,1.02,42.82,130.81,2387.48,8067.34,9.4701,0.02,333,2212,100.0,10.55,6.165,1,Resampled
97,143,10.0076,0.25,100.0,489.05,605.28,1511.17,1326.57,10.52,15.5,393.66,2319.19,8772.39,1.26,46.18,370.32,2388.48,8116.04,8.751,0.03,373,2319,100.0,28.32,16.9516,1,Resampled
146,254,20.0036,0.7,100.0,491.19,608.46,1488.97,1263.03,9.35,13.66,333.98,2324.24,8749.72,1.07,44.87,313.81,2388.34,8076.49,9.3128,0.03,367,2324,100.0,24.36,14.5197,1,Resampled
121,194,24.9981,0.6219,60.0,462.54,537.06,1272.99,1062.99,7.05,9.03,174.85,1915.19,8007.05,0.94,37.19,164.32,2028.07,7872.78,10.9988,0.02,310,1915,84.93,14.05,8.5271,1,Resampled
41,236,20.0015,0.7,100.0,491.19,608.72,1482.12,1260.72,9.35,13.66,334.05,2324.12,8743.67,1.07,44.7,314.19,2388.27,8076.14,9.2544,0.03,367,2324,100.0,24.52,14.4963,1,Resampled
193,162,42.0071,0.8405,100.0,445.0,550.23,1360.75,1142.68,3.91,5.72,138.48,2212.69,8374.09,1.02,42.45,130.64,2388.9,8131.85,9.3987,0.02,332,2212,100.0,10.54,6.4238,1,Resampled
215,201,35.0065,0.8415,100.0,449.44,556.08,1368.73,1139.33,5.48,8.0,195.07,2224.07,8419.41,1.03,41.96,183.19,2389.21,8124.02,9.3304,0.02,336,2223,100.0,14.86,8.8375,1,Resampled
173,145,35.0069,0.84,100.0,449.44,556.39,1370.42,1143.83,5.48,8.0,193.72,2222.52,8334.58,1.02,42.52,182.55,2387.56,8045.54,9.4104,0.02,337,2223,100.0,14.48,8.8227,1,Resampled
206,216,0.0002,0.0,100.0,518.67,643.53,1601.15,1422.15,14.62,21.61,552.64,2388.07,9183.74,1.3,47.86,520.84,2388.11,8246.7,8.4946,0.03,396,2388,100.0,38.69,23.2217,1,Resampled
33,181,25.0029,0.6216,60.0,462.54,537.01,1263.28,1053.87,7.05,9.03,175.79,1916.01,8050.28,0.94,36.93,163.94,2028.9,7908.49,11.0009,0.02,308,1915,84.93,14.26,8.4517,1,Resampled
140,189,0.0002,0.0,100.0,518.67,642.93,1595.91,1424.05,14.62,21.61,552.7,2388.12,9052.36,1.3,47.78,519.94,2388.16,8131.21,8.4955,0.03,393,2388,100.0,38.55,23.2403,1,Resampled
49,160,10.002,0.2518,100.0,489.05,605.76,1509.66,1325.84,10.52,15.5,393.39,2319.13,8807.07,1.26,45.96,370.6,2388.29,8141.69,8.7273,0.03,371,2319,100.0,28.37,17.0503,1,Resampled
64,258,10.0003,0.25,100.0,489.05,605.85,1505.81,1317.32,10.52,15.5,393.79,2319.1,8767.42,1.26,45.88,370.67,2388.33,8120.68,8.7376,0.03,372,2319,100.0,28.37,17.056,1,Resampled
81,286,0.0011,0.0013,100.0,518.67,643.63,1595.66,1424.24,14.62,21.61,551.31,2388.18,9131.0,1.3,47.9,519.36,2388.21,8196.34,8.5223,0.03,396,2388,100.0,38.69,23.0741,1,Resampled
154,178,42.0014,0.8419,100.0,445.0,550.01,1354.48,1142.52,3.91,5.71,138.34,2211.41,8299.52,1.02,42.46,130.13,2387.42,8063.89,9.4653,0.02,331,2212,100.0,10.41,6.373,1,Resampled
87,156,35.005,0.84,100.0,449.44,556.75,1378.72,1143.94,5.48,8.0,194.14,2222.93,8358.3,1.02,42.34,182.55,2388.12,8066.38,9.4262,0.02,336,2223,100.0,14.67,8.8225,1,Resampled
236,235,25.0026,0.62,60.0,462.54,537.07,1271.92,1062.28,7.05,9.03,175.71,1915.32,8013.34,0.94,37.26,164.21,2028.19,7873.92,10.9977,0.02,309,1915,84.93,14.41,8.3552,1,Resampled
32,279,0.0018,0.0016,100.0,518.67,643.42,1604.31,1433.57,14.62,21.61,551.62,2388.18,9134.25,1.3,48.12,519.85,2388.21,8194.98,8.4912,0.03,397,2388,100.0,38.36,23.1054,1,Resampled
139,170,20.0014,0.7,100.0,491.19,607.79,1495.98,1259.54,9.35,13.66,333.94,2324.23,8770.35,1.08,44.84,314.42,2388.39,8091.1,9.3096,0.02,367,2324,100.0,24.37,14.5108,1,Resampled
9,175,0.0021,0.0,100.0,518.67,643.23,1597.39,1416.3,14.62,21.61,551.13,2388.27,9040.21,1.3,47.91,520.18,2388.24,8121.21,8.4672,0.03,396,2388,100.0,38.68,23.1863,1,Resampled
135,273,35.0008,0.841,100.0,449.44,556.44,1378.13,1144.03,5.48,8.0,194.69,2223.4,8378.44,1.02,42.23,182.74,2388.48,8095.0,9.4199,0.02,337,2223,100.0,14.81,8.8968,1,Resampled
152,184,0.0013,0.0001,100.0,518.67,643.61,1605.97,1438.16,14.62,21.61,551.24,2388.3,9048.31,1.3,48.1,519.55,2388.23,8116.55,8.545,0.03,397,2388,100.0,38.4,23.0261,1,Resampled
210,154,0.0001,0.0,100.0,518.67,643.13,1594.0,1413.53,14.62,21.61,552.58,2388.17,9067.5,1.3,47.8,520.98,2388.23,8134.85,8.4886,0.03,395,2388,100.0,38.72,23.1851,1,Resampled
220,229,0.0027,0.0005,100.0,518.67,643.53,1595.29,1429.45,14.62,21.61,551.51,2388.2,9060.14,1.3,48.12,519.65,2388.22,8138.76,8.4996,0.03,396,2388,100.0,38.54,23.0577,1,Resampled
225,146,25.006,0.62,60.0,462.54,537.22,1273.43,1061.89,7.05,9.03,175.36,1915.37,8017.13,0.94,37.23,164.07,2028.32,7880.06,10.9649,0.02,309,1915,84.93,14.17,8.4445,1,Resampled
161,203,42.0061,0.8408,100.0,445.0,550.11,1364.06,1136.68,3.91,5.72,138.45,2211.71,8315.03,1.02,42.63,130.2,2387.83,8076.93,9.4381,0.02,332,2212,100.0,10.42,6.2446,1,Resampled
245,235,42.0073,0.84,100.0,445.0,549.79,1364.04,1141.04,3.91,5.72,138.05,2212.38,8355.91,1.02,42.61,130.23,2388.48,8118.43,9.4235,0.02,332,2212,100.0,10.58,6.3392,1,Resampled
208,146,0.0003,0.0,100.0,518.67,643.79,1604.11,1422.43,14.62,21.61,551.4,2388.32,9057.92,1.3,48.23,519.58,2388.2,8131.37,8.5026,0.03,396,2388,100.0,38.53,23.1749,1,Resampled
185,149,20.007,0.701,100.0,491.19,608.21,1498.14,1263.65,9.35,13.66,333.57,2324.11,8726.05,1.07,44.87,313.88,2388.27,8060.5,9.2728,0.03,366,2324,100.0,24.38,14.5662,1,Resampled
144,213,42.0079,0.84,100.0,445.0,550.47,1359.92,1132.88,3.91,5.72,138.14,2211.84,8328.45,1.02,42.5,130.4,2387.9,8093.41,9.4485,0.02,332,2212,100.0,10.56,6.3178,1,Resampled
9,176,35.0031,0.84,100.0,449.44,556.38,1364.71,1138.82,5.48,8.0,193.62,2222.66,8337.04,1.02,42.34,182.62,2387.77,8053.42,9.408,0.02,335,2223,100.0,14.63,8.876,1,Resampled
33,180,41.9986,0.8412,100.0,445.0,549.45,1366.89,1134.24,3.91,5.72,138.23,2212.5,8368.75,1.02,42.54,130.74,2388.72,8121.67,9.4047,0.02,332,2212,100.0,10.42,6.4019,1,Resampled
210,171,35.0022,0.8411,100.0,449.44,556.1,1378.53,1146.81,5.48,8.0,193.96,2223.0,8361.65,1.02,42.4,182.64,2388.09,8073.57,9.4081,0.02,337,2223,100.0,14.78,8.8846,1,Resampled
57,129,0.0015,0.0,100.0,518.67,644.09,1594.06,1422.71,14.62,21.61,551.53,2388.19,9069.89,1.3,47.76,520.05,2388.17,8135.62,8.5065,0.03,395,2388,100.0,38.53,23.1735,1,Resampled
249,172,20.0046,0.7019,100.0,491.19,607.84,1496.39,1256.42,9.35,13.66,334.27,2324.17,8754.07,1.08,44.57,314.51,2388.3,8085.44,9.2599,0.03,366,2324,100.0,24.57,14.6428,1,Resampled
83,169,9.9996,0.2518,100.0,489.05,606.11,1515.56,1323.2,10.52,15.5,393.4,2319.17,8758.01,1.26,46.2,370.43,2388.45,8107.14,8.761,0.03,372,2319,100.0,28.28,17.0848,1,Resampled
127,228,25.0061,0.62,60.0,462.54,536.96,1277.23,1058.29,7.05,9.03,174.87,1915.05,8000.79,0.94,37.01,164.52,2027.96,7867.26,10.9432,0.02,308,1915,84.93,14.15,8.4318,1,Resampled
97,136,20.0037,0.7009,100.0,491.19,608.08,1488.81,1274.22,9.35,13.66,333.73,2324.05,8719.24,1.08,44.89,313.91,2388.17,8055.49,9.3193,0.03,369,2324,100.0,24.21,14.5752,1,Resampled
91,228,41.9982,0.84,100.0,445.0,550.09,1362.27,1138.65,3.91,5.72,138.02,2211.58,8309.47,1.02,42.57,129.84,2387.68,8069.34,9.399,0.02,332,2212,100.0,10.54,6.1958,1,Resampled
122,169,25.0047,0.62,60.0,462.54,537.38,1262.32,1060.24,7.05,9.03,175.4,1915.39,8021.21,0.94,37.32,164.35,2028.37,7879.03,11.0047,0.02,310,1915,84.93,14.02,8.5118,1,Resampled
142,186,42.0045,0.84,100.0,445.0,550.74,1356.0,1135.31,3.91,5.72,138.06,2212.08,8339.69,1.02,42.5,130.82,2388.2,8101.5,9.4683,0.02,334,2212,100.0,10.61,6.268,1,Resampled
110,195,35.0077,0.84,100.0,449.44,555.81,1368.69,1138.02,5.48,8.0,194.34,2223.67,8397.76,1.02,42.28,182.7,2388.79,8107.83,9.3535,0.02,335,2223,100.0,14.8,8.9506,1,Resampled
4,210,42.0054,0.84,100.0,445.0,550.12,1362.35,1144.53,3.91,5.72,138.6,2212.72,8375.59,1.03,42.48,130.29,2388.95,8134.4,9.3743,0.02,333,2212,100.0,10.4,6.3107,1,Resampled
7,154,25.0069,0.6209,60.0,462.54,536.97,1268.47,1049.16,7.05,9.03,174.97,1916.04,8050.46,0.94,36.91,164.67,2028.99,7909.97,10.947,0.02,308,1915,84.93,14.22,8.5472,1,Resampled
82,188,20.0015,0.7009,100.0,491.19,608.31,1488.69,1260.32,9.35,13.66,333.74,2324.18,8735.29,1.07,44.75,314.17,2388.29,8074.19,9.3153,0.03,369,2324,100.0,24.37,14.613,1,Resampled
29,130,42.008,0.84,100.0,445.0,549.93,1356.07,1128.24,3.91,5.72,138.73,2211.88,8325.87,1.02,42.41,130.69,2387.93,8088.8,9.4129,0.02,331,2212,100.0,10.45,6.3495,1,Resampled
239,248,25.0011,0.62,60.0,462.54,537.14,1264.97,1061.49,7.05,9.03,174.74,1915.65,8031.68,0.94,37.14,164.15,2028.6,7891.74,11.004,0.02,310,1915,84.93,14.13,8.5378,1,Resampled
61,196,42.0,0.8405,100.0,445.0,549.78,1358.67,1141.89,3.91,5.72,139.35,2213.2,8408.21,1.03,42.53,130.42,2389.45,8159.65,9.3871,0.02,333,2212,100.0,10.45,6.3477,1,Resampled
219,126,42.0015,0.8402,100.0,445.0,549.88,1360.63,1135.46,3.91,5.72,137.3,2211.82,8325.42,1.02,42.31,130.13,2387.88,8086.81,9.396,0.02,333,2212,100.0,10.58,6.2975,1,Resampled
86,190,41.9983,0.8413,100.0,445.0,550.39,1366.56,1152.28,3.91,5.72,138.08,2212.24,8356.17,1.02,42.75,130.18,2388.32,8103.2,9.4885,0.02,335,2212,100.0,10.54,6.2323,1,Resampled
45,145,42.0009,0.8405,100.0,445.0,550.28,1367.96,1138.13,3.91,5.71,137.93,2211.28,8302.55,1.02,42.45,130.47,2387.25,8058.84,9.4618,0.02,334,2212,100.0,10.4,6.3805,1,Resampled
78,159,25.0053,0.62,60.0,462.54,537.13,1273.34,1063.76,7.05,9.03,175.17,1915.87,8046.0,0.94,37.35,163.76,2028.81,7900.53,11.0373,0.02,310,1915,84.93,14.0,8.4317,1,Resampled
19,144,10.0028,0.2513,100.0,489.05,605.33,1505.08,1316.82,10.52,15.5,393.67,2319.03,8869.38,1.26,45.84,370.95,2388.22,8203.41,8.6957,0.03,371,2319,100.0,28.53,17.1074,1,Resampled
86,162,42.0043,0.84,100.0,445.0,550.18,1367.67,1140.28,3.91,5.72,138.47,2212.11,8338.84,1.02,42.37,130.66,2388.17,8098.29,9.3951,0.02,332,2212,100.0,10.24,6.3529,1,Resampled
234,148,41.9995,0.8415,100.0,445.0,550.04,1361.99,1140.88,3.91,5.72,138.08,2211.46,8312.41,1.02,42.51,129.99,2387.57,8067.32,9.4623,0.02,331,2212,100.0,10.58,6.3805,1,Resampled
35,177,42.0069,0.84,100.0,445.0,549.92,1354.61,1135.02,3.91,5.72,138.48,2212.67,8376.18,1.03,42.35,129.96,2388.84,8130.67,9.4229,0.02,331,2212,100.0,10.74,6.2813,1,Resampled
14,181,20.0,0.7,100.0,491.19,608.21,1497.48,1263.88,9.35,13.66,333.76,2323.99,8703.81,1.07,44.94,313.97,2388.15,8040.66,9.2542,0.02,367,2324,100.0,24.31,14.5603,1,Resampled
94,276,0.0019,0.0004,100.0,518.67,643.39,1597.28,1426.82,14.62,21.61,552.22,2388.13,9113.12,1.3,47.93,521.01,2388.16,8180.84,8.4774,0.03,395,2388,100.0,38.55,23.2029,1,Resampled
39,210,41.9994,0.84,100.0,445.0,550.54,1369.27,1149.83,3.91,5.72,138.49,2211.69,8324.76,1.02,42.55,130.04,2387.72,8076.81,9.4522,0.02,335,2212,100.0,10.66,6.3343,1,Resampled
18,196,20.002,0.7006,100.0,491.19,608.73,1492.26,1270.05,9.35,13.66,333.78,2324.09,8712.59,1.07,44.92,313.99,2388.25,8047.52,9.298,0.03,367,2324,100.0,24.35,14.5218,1,Resampled
135,276,10.0076,0.2509,100.0,489.05,605.45,1507.55,1327.9,10.52,15.5,392.95,2319.09,8811.45,1.26,45.83,370.55,2388.31,8154.97,8.7309,0.03,371,2319,100.0,28.37,17.0119,1,Resampled
118,326,42.0005,0.8415,100.0,445.0,549.73,1361.13,1140.18,3.91,5.72,138.27,2212.62,8365.71,1.02,42.62,129.95,2388.71,8127.21,9.4231,0.02,334,2212,100.0,10.45,6.3629,1,Resampled
235,171,0.001,0.0014,100.0,518.67,643.85,1597.53,1427.98,14.62,21.61,551.24,2388.28,9048.28,1.3,48.13,519.69,2388.3,8136.31,8.485,0.03,397,2388,100.0,38.78,23.123,1,Resampled
40,177,42.0039,0.84,100.0,445.0,550.41,1369.46,1141.41,3.91,5.71,137.39,2211.94,8335.03,1.02,42.63,130.05,2388.04,8096.19,9.4224,0.02,333,2212,100.0,10.66,6.3295,1,Resampled
103,260,25.0033,0.6218,60.0,462.54,537.71,1269.02,1060.63,7.05,9.03,175.57,1915.24,8012.92,0.94,37.17,164.45,2028.15,7875.33,10.9059,0.02,309,1915,84.93,14.09,8.4891,1,Resampled
25,198,0.0018,0.0,100.0,518.67,643.65,1604.96,1427.67,14.62,21.61,552.33,2388.24,9061.78,1.3,47.94,520.01,2388.21,8135.97,8.4561,0.03,395,2388,100.0,38.45,23.0831,1,Resampled
209,173,42.0027,0.84,100.0,445.0,550.43,1358.66,1144.23,3.91,5.72,137.47,2211.91,8329.45,1.02,42.27,130.29,2388.02,8087.84,9.4187,0.02,334,2212,100.0,10.36,6.2557,1,Resampled
118,344,41.9992,0.84,100.0,445.0,550.43,1367.74,1140.6,3.91,5.72,138.33,2212.68,8386.36,1.02,42.65,129.94,2388.79,8125.76,9.4548,0.02,334,2212,100.0,10.55,6.1648,1,Resampled
188,123,20.0002,0.7,100.0,491.19,607.77,1495.86,1256.42,9.35,13.66,334.07,2324.03,8727.67,1.08,44.73,314.42,2388.21,8059.28,9.281,0.03,368,2324,100.0,24.43,14.6843,1,Resampled
211,194,10.0002,0.25,100.0,489.05,605.34,1508.42,1326.3,10.52,15.5,393.23,2319.07,8843.64,1.26,45.77,371.09,2388.29,8189.03,8.7146,0.03,372,2319,100.0,28.54,17.0741,1,Resampled
22,165,0.0007,0.0,100.0,518.67,642.9,1592.3,1421.68,14.62,21.61,552.2,2388.19,9049.56,1.3,47.61,520.67,2388.15,8134.12,8.4874,0.03,395,2388,100.0,38.62,23.136,1,Resampled
221,149,42.0025,0.84,100.0,445.0,549.78,1360.7,1129.26,3.91,5.72,138.0,2212.13,8343.93,1.02,42.42,129.96,2388.25,8101.44,9.3821,0.02,333,2212,100.0,10.62,6.3338,1,Resampled
79,179,0.0004,0.0,100.0,518.67,643.64,1604.67,1434.78,14.62,21.61,550.92,2388.3,9051.04,1.3,48.16,519.92,2388.32,8130.12,8.4955,0.03,395,2388,100.0,38.36,23.0528,1,Resampled
191,191,42.0058,0.8412,100.0,445.0,550.54,1356.81,1132.69,3.91,5.72,138.45,2212.65,8363.44,1.02,42.34,130.92,2388.73,8121.15,9.3834,0.02,333,2212,100.0,10.61,6.3293,1,Resampled
8,124,19.9997,0.7012,100.0,491.19,608.08,1482.67,1258.93,9.35,13.66,334.48,2324.15,8737.03,1.07,44.77,314.65,2388.21,8066.38,9.264,0.02,367,2324,100.0,24.43,14.566,1,Resampled
119,152,0.0006,0.0007,100.0,518.67,642.92,1589.24,1420.72,14.62,21.61,552.99,2388.14,9091.0,1.3,47.79,520.54,2388.14,8165.21,8.4903,0.03,393,2388,100.0,38.66,23.1378,1,Resampled
138,200,25.004,0.6217,60.0,462.54,537.24,1275.52,1068.23,7.05,9.03,174.17,1915.49,8023.85,0.94,37.21,164.27,2028.33,7882.38,11.0247,0.02,310,1915,84.93,13.98,8.4502,1,Resampled
143,136,0.0015,0.0012,100.0,518.67,642.77,1599.5,1418.59,14.62,21.61,552.35,2388.16,9051.55,1.3,47.72,520.42,2388.19,8134.13,8.4706,0.03,393,2388,100.0,38.69,23.1648,1,Resampled
83,167,0.0004,0.0004,100.0,518.67,643.34,1600.09,1426.46,14.62,21.61,550.88,2388.31,9040.59,1.3,48.28,519.84,2388.33,8114.31,8.5026,0.03,395,2388,100.0,38.5,23.0474,1,Resampled
178,146,25.0037,0.6204,60.0,462.54,537.55,1270.24,1066.26,7.05,9.03,174.56,1914.83,7995.71,0.94,37.23,164.31,2027.64,7853.48,10.9944,0.02,311,1915,84.93,13.88,8.3605,1,Resampled
33,186,42.0065,0.84,100.0,445.0,550.47,1362.35,1142.31,3.91,5.72,138.96,2212.69,8377.51,1.02,42.7,130.39,2388.83,8129.74,9.4125,0.02,333,2212,100.0,10.44,6.2866,1,Resampled
67,120,0.0016,0.0009,100.0,518.67,642.65,1597.05,1412.79,14.62,21.61,552.66,2388.15,9044.69,1.3,47.61,520.9,2388.15,8124.96,8.4885,0.03,392,2388,100.0,38.78,23.2644,1,Resampled
227,154,25.0014,0.62,60.0,462.54,536.9,1270.99,1059.34,7.05,9.03,174.98,1915.57,8021.95,0.94,37.09,164.13,2028.53,7896.61,10.9577,0.02,309,1915,84.93,14.27,8.5539,1,Resampled
129,189,25.0031,0.62,60.0,462.54,537.19,1272.78,1063.58,7.05,9.03,174.97,1915.21,8020.42,0.94,37.09,163.98,2028.1,7870.06,10.9801,0.02,311,1915,84.93,14.07,8.4126,1,Resampled
160,196,10.0042,0.25,100.0,489.05,605.52,1507.96,1314.75,10.52,15.5,393.54,2319.13,8829.11,1.26,45.72,371.13,2388.27,8173.65,8.7112,0.03,372,2319,100.0,28.3,16.9897,1,Resampled
159,212,10.0059,0.25,100.0,489.05,605.75,1514.52,1328.19,10.52,15.5,393.67,2319.1,8819.07,1.26,45.75,371.05,2388.3,8168.66,8.7169,0.03,372,2319,100.0,28.44,16.9324,1,Resampled
